year,datetime,stage,stadium,city,home_team_name,home_team_goals,away_team_goals,away_team_name,win_conditions,attendance,half_time_home_goals,half_time_away_goals,referee,assistant_1,assistant_2,roundid,matchid,home_team_initials,away_team_initials,total_goals
1990,1990-06-19 21:00:00,Group A,Comunale,Florence ,Austria,2,1,USA, ,34857.0,0,0,AL SHARIF Jamal (SYR),LORENC Richard (AUS),PETROVIC Zoran (SRB),322,48,AUT,USA,3
1990,1990-06-20 21:00:00,Group C,Stadio delle Alpi,Turin ,Brazil,1,0,Scotland, ,62502.0,0,0,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER),322,74,BRA,SCO,1
1990,1990-06-20 21:00:00,Group C,Luigi Ferraris,Genoa ,Sweden,1,2,Costa Rica, ,30223.0,1,0,PETROVIC Zoran (SRB),SNODDY Alan (NIR),COURTNEY George (ENG),322,128,SWE,CRC,3
1990,1990-06-21 17:00:00,Group E,Friuli,Udine ,Korea Republic,0,1,Uruguay, ,29039.0,0,0,LANESE Tullio (ITA),DIRAMBA Jean Fidele (GAB),JOUINI Neji (TUN),322,290,KOR,URU,1
1990,1990-06-21 17:00:00,Group E,Marc Antonio Bentegodi,Verona ,Belgium,1,2,Spain, ,35950.0,1,2,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),MAURO Vincent (USA),322,56,BEL,ESP,3
1990,1990-06-21 21:00:00,Group F,Della Favorita,Palermo ,"rn"">Republic of Ireland",1,1,Netherlands, ,33288.0,0,1,VAUTROT Michel (FRA),LORENC Richard (AUS),HANSAL Mohamed (ALG),322,228,IRL,NED,2
1990,1990-06-21 21:00:00,Group F,Sant Elia,Cagliari ,England,1,0,Egypt, ,34959.0,0,0,ROETHLISBERGER Kurt (SUI),ULLOA MORERA Berny (CRC),CODESAL MENDEZ Edgardo (MEX),322,150,ENG,EGY,1
1990,1990-06-23 17:00:00,Round of 16,San Paolo,Naples ,Cameroon,2,1,Colombia,Cameroon win after extra time ,50026.0,0,0,LANESE Tullio (ITA),AL SHARIF Jamal (SYR),ULLOA MORERA Berny (CRC),323,102,CMR,COL,3
1990,1990-06-23 21:00:00,Round of 16,Stadio San Nicola,Bari ,Czechoslovakia,4,1,Costa Rica, ,47673.0,1,0,KIRSCHEN Siegfried (GER),PEREZ HOYOS Armando (COL),D ELIA Pietro (ITA),323,129,TCH,CRC,5
1990,1990-06-24 17:00:00,Round of 16,Stadio delle Alpi,Turin ,Brazil,0,1,Argentina, ,61381.0,0,0,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA),323,25,BRA,ARG,1
1990,1990-06-24 21:00:00,Round of 16,Giuseppe Meazza,Milan ,Germany FR,2,1,Netherlands, ,74559.0,0,0,LOUSTAU Juan (ARG),JACOME GUERRERO Elias V. (ECU),MAURO Vincent (USA),323,196,FRG,NED,3
1990,1990-06-25 17:00:00,Round of 16,Luigi Ferraris,Genoa ,"rn"">Republic of Ireland",0,0,Romania,Republic of Ireland win on penalties (5 - 4) ,31818.0,0,0,RAMIZ WRIGHT Jose (BRA),MACIEL Carlos (PAR),MANDI Jassim (BHR),323,248,IRL,ROU,0
1990,1990-06-25 21:00:00,Round of 16,Stadio Olimpico,Rome ,Italy,2,0,Uruguay, ,73303.0,0,0,COURTNEY George (ENG),ROETHLISBERGER Kurt (SUI),PETROVIC Zoran (SRB),323,264,ITA,URU,2
1990,1990-06-26 17:00:00,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1,2,Yugoslavia,Yugoslavia win after extra time ,35500.0,0,0,SCHMIDHUBER Aron (GER),SNODDY Alan (NIR),LISTKIEWICZ Michal (POL),323,181,ESP,YUG,3
1990,1990-06-26 21:00:00,Round of 16,Renato Dall Ara,Bologna ,England,1,0,Belgium,England win after extra time ,34520.0,0,0,MIKKELSEN Peter (DEN),KOHL Helmut (AUT),TAKADA Shizuo (JPN),323,55,ENG,BEL,1
1990,1990-06-30 17:00:00,Quarter-finals,Comunale,Florence ,Yugoslavia,0,0,Argentina, win on penalties (2 - 3) ,38971.0,0,0,ROETHLISBERGER Kurt (SUI),JOUINI Neji (TUN),HANSAL Mohamed (ALG),751,31,YUG,ARG,0
1990,1990-06-30 21:00:00,Quarter-finals,Stadio Olimpico,Rome ,Italy,1,0,"rn"">Republic of Ireland", ,73303.0,1,0,SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),ULLOA MORERA Berny (CRC),751,243,ITA,IRL,1
1990,1990-07-01 17:00:00,Quarter-finals,Giuseppe Meazza,Milan ,Germany FR,1,0,Czechoslovakia, ,73347.0,1,0,KOHL Helmut (AUT),MIKKELSEN Peter (DEN),LISTKIEWICZ Michal (POL),751,197,FRG,TCH,1
1990,1990-07-01 21:00:00,Quarter-finals,San Paolo,Naples ,England,3,2,Cameroon,England win after extra time ,55205.0,0,0,CODESAL MENDEZ Edgardo (MEX),MAURO Vincent (USA),MANDI Jassim (BHR),751,103,ENG,CMR,5
1990,1990-07-03 20:00:00,Semi-finals,San Paolo,Naples ,Italy,1,1,Argentina, win on penalties (3 - 4) ,59978.0,0,0,VAUTROT Michel (FRA),LISTKIEWICZ Michal (POL),MIKKELSEN Peter (DEN),3464,28,ITA,ARG,2
1990,1990-07-04 20:00:00,Semi-finals,Stadio delle Alpi,Turin ,Germany FR,1,1,England, win on penalties (4 - 3) ,62628.0,0,0,RAMIZ WRIGHT Jose (BRA),QUINIOU Joel (FRA),PEREZ HOYOS Armando (COL),3464,159,FRG,ENG,2
1990,1990-07-07 20:00:00,Match for third place,Stadio San Nicola,Bari ,Italy,2,1,England, ,51426.0,0,0,QUINIOU Joel (FRA),HANSAL Mohamed (ALG),ROETHLISBERGER Kurt (SUI),3463,162,ITA,ENG,3
1990,1990-07-08 20:00:00,Final,Stadio Olimpico,Rome ,Germany FR,1,0,Argentina, ,73603.0,0,0,CODESAL MENDEZ Edgardo (MEX),PEREZ HOYOS Armando (COL),LISTKIEWICZ Michal (POL),3462,27,FRG,ARG,1
1994,1994-06-17 19:30:00,Group C,Cotton Bowl,Dallas ,Spain,2,2,Korea Republic, ,56247.0,0,0,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),337,3050,ESP,KOR,4
1994,1994-06-17 15:00:00,Group C,Soldier Field,Chicago ,Germany,1,0,Bolivia, ,63117.0,0,0,BRIZIO CARTER Arturo (MEX),BRAZZALE Eugene (AUS),DUNSTER Gordon (AUS),337,3049,GER,BOL,1
1994,1994-06-18 11:30:00,Group A,Pontiac Silverdome,Detroit ,USA,1,1,Switzerland, ,73425.0,1,1,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),337,3051,USA,SUI,2
1994,1994-06-18 16:00:00,Group E,Giants Stadium,New York/New Jersey ,Italy,0,1,"rn"">Republic of Ireland", ,75338.0,0,1,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR),337,3052,ITA,IRL,1
1994,1994-06-18 19:30:00,Group A,Rose Bowl,Los Angeles ,Colombia,1,3,Romania, ,91856.0,1,2,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI),337,3053,COL,ROU,4
1994,1994-06-19 12:30:00,Group F,Citrus Bowl,Orlando ,Belgium,1,0,Morocco, ,61219.0,1,0,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN),337,3054,BEL,MAR,1
1994,1994-06-19 16:00:00,Group E,RFK Stadium,Washington Dc ,Norway,1,0,Mexico, ,52395.0,0,0,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS),337,3055,NOR,MEX,1
1994,1994-06-19 19:30:00,Group B,Rose Bowl,Los Angeles ,Cameroon,2,2,Sweden, ,93194.0,1,1,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH),337,3056,CMR,SWE,4
1994,1994-06-20 19:30:00,Group F,RFK Stadium,Washington Dc ,Netherlands,2,1,Saudi Arabia, ,50535.0,0,1,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN),337,3058,NED,KSA,3
1994,1994-06-20 16:00:00,Group B,Stanford Stadium,San Francisco ,Brazil,2,0,Russia, ,81061.0,1,0,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),337,3057,BRA,RUS,2
1994,1994-06-21 12:30:00,Group D,Foxboro Stadium,Boston ,Argentina,4,0,Greece, ,54456.0,2,0,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED),337,3059,ARG,GRE,4
1994,1994-06-21 19:30:00,Group D,Cotton Bowl,Dallas ,Nigeria,3,0,Bulgaria, ,44132.0,2,0,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),337,3061,NGA,BUL,3
1994,1994-06-21 16:00:00,Group C,Soldier Field,Chicago ,Germany,1,1,Spain, ,63113.0,0,1,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG),337,3060,GER,ESP,2
1994,1994-06-22 16:00:00,Group A,Pontiac Silverdome,Detroit ,Romania,1,4,Switzerland, ,61428.0,1,1,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN),337,3062,ROU,SUI,5
1994,1994-06-22 19:30:00,Group A,Rose Bowl,Los Angeles ,USA,2,1,Colombia, ,93869.0,1,0,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR),337,3063,USA,COL,3
1994,1994-06-23 16:00:00,Group E,Giants Stadium,New York/New Jersey ,Italy,1,0,Norway, ,74624.0,0,0,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG),337,3064,ITA,NOR,1
1994,1994-06-23 19:30:00,Group C,Foxboro Stadium,Boston ,Korea Republic,0,0,Bolivia, ,54453.0,0,0,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE),337,3065,KOR,BOL,0
1994,1994-06-24 12:30:00,Group E,Citrus Bowl,Orlando ,Mexico,2,1,"rn"">Republic of Ireland", ,60790.0,1,0,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA),337,3066,MEX,IRL,3
1994,1994-06-24 19:30:00,Group B,Pontiac Silverdome,Detroit ,Sweden,3,1,Russia, ,71528.0,1,1,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY),337,3068,SWE,RUS,4
1994,1994-06-24 16:00:00,Group B,Stanford Stadium,San Francisco ,Brazil,3,0,Cameroon, ,83401.0,1,0,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),337,3067,BRA,CMR,3
1994,1994-06-25 12:30:00,Group F,Citrus Bowl,Orlando ,Belgium,1,0,Netherlands, ,62387.0,0,0,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL),337,3069,BEL,NED,1
1994,1994-06-25 12:30:00,Group F,Giants Stadium,New York/New Jersey ,Saudi Arabia,2,1,Morocco, ,76322.0,2,1,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN),337,3070,KSA,MAR,3
1994,1994-06-25 16:00:00,Group D,Foxboro Stadium,Boston ,Argentina,2,1,Nigeria, ,54453.0,2,1,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL),337,3071,ARG,NGA,3
1994,1994-06-26 12:30:00,Group D,Soldier Field,Chicago ,Bulgaria,4,0,Greece, ,63160.0,1,0,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON),337,3072,BUL,GRE,4
1994,1994-06-26 16:00:00,Group A,Rose Bowl,Los Angeles ,USA,0,1,Romania, ,93869.0,0,1,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS),337,3073,USA,ROU,1
1994,1994-06-26 16:00:00,Group A,Stanford Stadium,San Francisco ,Switzerland,0,2,Colombia, ,83401.0,0,1,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI),337,3074,SUI,COL,2
1994,1994-06-27 16:00:00,Group C,Cotton Bowl,Dallas ,Germany,3,2,Korea Republic, ,63998.0,3,0,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY),337,3076,GER,KOR,5
1994,1994-06-27 16:00:00,Group C,Soldier Field,Chicago ,Bolivia,1,3,Spain, ,63089.0,0,1,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH),337,3075,BOL,ESP,4
1994,1994-06-28 12:30:00,Group E,Giants Stadium,New York/New Jersey ,"rn"">Republic of Ireland",0,0,Norway, ,72404.0,0,0,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR),337,3077,IRL,NOR,0
1994,1994-06-28 16:00:00,Group B,Pontiac Silverdome,Detroit ,Brazil,1,1,Sweden, ,77217.0,0,1,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),337,3080,BRA,SWE,2
1994,1994-06-28 12:30:00,Group E,RFK Stadium,Washington Dc ,Italy,1,1,Mexico, ,52535.0,0,0,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS),337,3078,ITA,MEX,2
1994,1994-06-28 16:00:00,Group B,Stanford Stadium,San Francisco ,Russia,6,1,Cameroon, ,74914.0,3,0,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED),337,3079,RUS,CMR,7
1994,1994-06-29 12:30:00,Group F,Citrus Bowl,Orlando ,Morocco,1,2,Netherlands, ,60578.0,0,1,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE),337,3081,MAR,NED,3
1994,1994-06-29 12:30:00,Group F,RFK Stadium,Washington Dc ,Belgium,0,1,Saudi Arabia, ,52959.0,0,1,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),337,3082,BEL,KSA,1
1994,1994-06-30 19:30:00,Group D,Foxboro Stadium,Boston ,Greece,0,2,Nigeria, ,53001.0,0,1,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA),337,3083,GRE,NGA,2
1994,1994-06-30 19:30:00,Group D,Cotton Bowl,Dallas ,Argentina,0,2,Bulgaria, ,63998.0,0,0,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR),337,3084,ARG,BUL,2
1994,1994-07-02 12:00:00,Round of 16,Soldier Field,Chicago ,Germany,3,2,Belgium, ,60246.0,3,1,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN),338,3085,GER,BEL,5
1994,1994-07-02 16:30:00,Round of 16,RFK Stadium,Washington Dc ,Spain,3,0,Switzerland, ,53121.0,1,0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN),338,3086,ESP,SUI,3
1994,1994-07-03 12:00:00,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1,3,Sweden, ,60277.0,0,1,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON),338,3087,KSA,SWE,4
1994,1994-07-03 13:30:00,Round of 16,Rose Bowl,Los Angeles ,Romania,3,2,Argentina, ,90469.0,2,1,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL),338,3088,ROU,ARG,5
1994,1994-07-04 12:00:00,Round of 16,Citrus Bowl,Orlando ,Netherlands,2,0,"rn"">Republic of Ireland", ,61355.0,2,0,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),338,3089,NED,IRL,2
1994,1994-07-04 12:30:00,Round of 16,Stanford Stadium,San Francisco ,Brazil,1,0,USA, ,84147.0,0,0,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),338,3090,BRA,USA,1
1994,1994-07-05 13:00:00,Round of 16,Foxboro Stadium,Boston ,Nigeria,1,2,Italy,Italy win after extra time ,54367.0,0,0,BRIZIO CARTER Arturo (MEX),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),338,3091,NGA,ITA,3
1994,1994-07-05 16:30:00,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3) ,71030.0,0,0,AL SHARIF Jamal (SYR),FANAEI Mohammad (IRN),AL GHATTAN Yousif Abdulla (BAH),338,3092,MEX,BUL,2
1994,1994-07-09 12:00:00,Quarter-finals,Foxboro Stadium,Boston ,Italy,2,1,Spain, ,53400.0,1,0,PUHL Sandor (HUN),DUNSTER Gordon (AUS),MATTHYS Luc (BEL),796,3097,ITA,ESP,3
1994,1994-07-09 14:30:00,Quarter-finals,Cotton Bowl,Dallas ,Netherlands,2,3,Brazil, ,63500.0,0,0,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),796,3098,NED,BRA,5
1994,1994-07-10 12:00:00,Quarter-finals,Giants Stadium,New York/New Jersey ,Bulgaria,2,1,Germany, ,72000.0,0,0,TORRES CADENA Jose Joaquin (COL),ZARATE Venancio (PAR),MARTON Sandor (HUN),796,3096,BUL,GER,3
1994,1994-07-10 12:30:00,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2,2,Sweden,Sweden win on penalties (4 - 5) ,83500.0,0,0,DON Philip (ENG),PEARSON Roy (ENG),PARK Hae-Yong (KOR),796,3095,ROU,SWE,4
1994,1994-07-13 16:00:00,Semi-finals,Giants Stadium,New York/New Jersey ,Bulgaria,1,2,Italy, ,74110.0,1,2,QUINIOU Joel (FRA),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),3461,3100,BUL,ITA,3
1994,1994-07-13 16:30:00,Semi-finals,Rose Bowl,Los Angeles ,Sweden,0,1,Brazil, ,91856.0,0,0,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),3461,3099,SWE,BRA,1
1994,1994-07-16 12:30:00,Match for third place,Rose Bowl,Los Angeles ,Sweden,4,0,Bulgaria, ,91500.0,4,0,BUJSAIM Ali (UAE),RHARIB El Jilali Mohamed (MAR),TAIBI Ernesto (ARG),3460,3103,SWE,BUL,4
1994,1994-07-17 12:30:00,Final,Rose Bowl,Los Angeles ,Brazil,0,0,Italy,Brazil win on penalties (3 - 2) ,94194.0,0,0,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),3459,3104,BRA,ITA,0
1998,1998-06-10 17:30:00,Group A,Stade de France,Saint-Denis ,Brazil,2,1,Scotland, ,80000.0,1,1,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),1014,4000,BRA,SCO,3
1998,1998-06-10 21:00:00,Group A,La Mosson,Montpellier ,Morocco,2,2,Norway, ,29800.0,1,1,ANPRASERT Pirom (THA),ABDUL HAMID Halim (MAS),WICKRAMATUNGA Nimal (SRI),1014,8725,MAR,NOR,4
1998,1998-06-11 17:30:00,Group B,Stade du Parc Lescure,Bordeaux ,Italy,2,2,Chile, ,31800.0,1,1,BOUCHARDEAU Lucien (NIG),DANTE Dramane (MLI),MANSRI Mohamed (TUN),1014,8726,ITA,CHI,4
1998,1998-06-11 21:00:00,Group B,Stade Municipal,Toulouse ,Cameroon,1,1,Austria, ,33500.0,0,0,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),SALINAS Reynaldo (HON),1014,8727,CMR,AUT,2
1998,1998-06-12 14:30:00,Group D,La Mosson,Montpellier ,Paraguay,0,0,Bulgaria, ,29800.0,0,0,ALZEID Abdulrahman (KSA),SALIE Achmat (RSA),GHADANFARI Hussain (KUW),1014,8728,PAR,BUL,0
1998,1998-06-12 17:30:00,Group C,Stade Felix Bollaert,Lens ,Saudi Arabia,0,1,Denmark, ,38100.0,0,0,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),DIAZ GALVEZ Jorge (CHI),1014,8729,KSA,DEN,1
1998,1998-06-12 21:00:00,Group C,Stade V�lodrome,Marseilles ,France,3,0,South Africa, ,55000.0,1,0,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),GONZALES Merere (TRI),1014,8730,FRA,RSA,3
1998,1998-06-13 14:30:00,Group D,La Beaujoire,Nantes ,Spain,2,3,Nigeria, ,35500.0,1,1,BAHARMAST Esse (USA),TORRES ZUNIGA Luis (CRC),DUPANOV Yuri (BLR),1014,8731,ESP,NGA,5
1998,1998-06-13 17:30:00,Group E,Stade de Gerland,Lyon ,Korea Republic,1,3,Mexico, ,39100.0,1,0,BENKO Gunter (AUT),FRED Lencie (VAN),SCHNEIDER Erich (GER),1014,8732,KOR,MEX,4
1998,1998-06-13 21:00:00,Group E,Stade de France,Saint-Denis ,Netherlands,0,0,Belgium, ,77000.0,0,0,COLLINA Pierluigi (ITA),MAZZEI Gennaro (ITA),ZAMMIT Emanuel (MLT),1014,8733,NED,BEL,0
1998,1998-06-14 14:30:00,Group H,Stade Municipal,Toulouse ,Argentina,1,0,Japan, ,33500.0,1,0,VAN DER ENDE Mario (NED),VAN DEN BROECK Marc (BEL),FOLEY Eddie (IRL),1014,8734,ARG,JPN,1
1998,1998-06-14 17:30:00,Group F,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1,0,Iran, ,30600.0,0,0,TEJADA NORIEGA Alberto (PER),POWELL Owen (JAM),POCIEGIEL Jacek (POL),1014,8735,YUG,IRN,1
1998,1998-06-14 21:00:00,Group H,Stade Felix Bollaert,Lens ,Jamaica,1,3,Croatia, ,38100.0,1,1,MELO PEREIRA Vitor (POR),GRIGORESCU Nicolae (ROU),POUDEVIGNE Jacques (FRA),1014,8736,JAM,CRO,4
1998,1998-06-15 14:30:00,Group G,Stade V�lodrome,Marseilles ,England,2,0,Tunisia, ,55000.0,1,0,OKADA Masayoshi (JPN),JEON Young Hyun (KOR),DANTE Dramane (MLI),1014,8740,ENG,TUN,2
1998,1998-06-15 17:30:00,Group G,Stade de Gerland,Lyon ,Romania,1,0,Colombia, ,39100.0,1,0,LIM KEE CHONG An Yan (MRI),AL MUSAWI Mohamed (OMA),ABDUL HAMID Halim (MAS),1014,8739,ROU,COL,1
1998,1998-06-15 21:00:00,Group F,Parc des Princes,Paris ,Germany,2,0,USA, ,45500.0,1,0,BELQOLA Said (MAR),MANSRI Mohamed (TUN),NILSSON Mikael (SWE),1014,8738,GER,USA,2
1998,1998-06-16 17:30:00,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1,1,Norway, ,31800.0,0,0,VAGNER Laszlo (HUN),AMLER Evzen (CZE),RAUSIS Laurent (SUI),1014,8741,SCO,NOR,2
1998,1998-06-16 21:00:00,Group A,La Beaujoire,Nantes ,Brazil,3,0,Morocco, ,35500.0,2,0,LEVNIKOV Nikolai (RUS),DUPANOV Yuri (BLR),WARREN Mark (ENG),1014,8742,BRA,MAR,3
1998,1998-06-17 17:30:00,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1,1,Austria, ,30600.0,0,0,EL GHANDOUR Gamal (EGY),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1014,8743,CHI,AUT,2
1998,1998-06-17 21:00:00,Group B,La Mosson,Montpellier ,Italy,3,0,Cameroon, ,29800.0,1,0,LENNIE Edward (AUS),FRED Lencie (VAN),ROSSI Claudio (ARG),1014,8744,ITA,CMR,3
1998,1998-06-18 17:30:00,Group C,Stade Municipal,Toulouse ,South Africa,1,1,Denmark, ,33500.0,0,1,TORO RENDON John (COL),ARANGO Jorge Luis (COL),GALVAN Celestino (PAR),1014,8746,RSA,DEN,2
1998,1998-06-18 21:00:00,Group C,Stade de France,Saint-Denis ,France,4,0,Saudi Arabia, ,80000.0,1,0,BRIZIO CARTER Arturo (MEX),SALINAS Reynaldo (HON),TORRES ZUNIGA Luis (CRC),1014,8745,FRA,KSA,4
1998,1998-06-19 17:30:00,Group D,Parc des Princes,Paris ,Nigeria,1,0,Bulgaria, ,45500.0,1,0,SANCHEZ YANTEN Mario (CHI),DIAZ GALVEZ Jorge (CHI),PINTO Arnaldo (BRA),1014,8747,NGA,BUL,1
1998,1998-06-19 21:00:00,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0,0,Paraguay, ,30600.0,0,0,McLEOD Ian (RSA),SOLDATOS Aristidis Chris (RSA),POWELL Owen (JAM),1014,8748,ESP,PAR,0
1998,1998-06-20 14:30:00,Group H,La Beaujoire,Nantes ,Japan,0,1,Croatia, ,35500.0,0,0,RAMDHAN Ramesh (TRI),GONZALES Merere (TRI),SALIE Achmat (RSA),1014,8751,JPN,CRO,1
1998,1998-06-20 17:30:00,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2,2,Mexico, ,31800.0,1,0,DALLAS Hugh (SCO),FOLEY Eddie (IRL),AL MUSAWI Mohamed (OMA),1014,8750,BEL,MEX,4
1998,1998-06-20 21:00:00,Group E,Stade V�lodrome,Marseilles ,Netherlands,5,0,Korea Republic, ,55000.0,2,0,WOJCIK Ryszard (POL),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),1014,8749,NED,KOR,5
1998,1998-06-21 14:30:00,Group F,Stade Felix Bollaert,Lens ,Germany,2,2,Yugoslavia, ,38100.0,0,1,NIELSEN Kim Milton (DEN),ZAMMIT Emanuel (MLT),VAN DEN BROECK Marc (BEL),1014,8753,GER,YUG,4
1998,1998-06-21 17:30:00,Group H,Parc des Princes,Paris ,Argentina,5,0,Jamaica, ,45500.0,1,0,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),MAZZEI Gennaro (ITA),1014,8752,ARG,JAM,5
1998,1998-06-21 21:00:00,Group F,Stade de Gerland,Lyon ,USA,1,2,Iran, ,39100.0,0,1,MEIER Urs (SUI),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1014,8754,USA,IRN,3
1998,1998-06-22 17:30:00,Group G,La Mosson,Montpellier ,Colombia,1,0,Tunisia, ,29800.0,0,0,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),AMLER Evzen (CZE),1014,8755,COL,TUN,1
1998,1998-06-22 21:00:00,Group G,Stade Municipal,Toulouse ,Romania,2,1,England, ,33500.0,0,0,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),SOLDATOS Aristidis Chris (RSA),1014,8756,ROU,ENG,3
1998,1998-06-23 16:00:00,Group B,Stade de France,Saint-Denis ,Italy,2,1,Austria, ,80000.0,0,0,DURKIN Paul (ENG),WARREN Mark (ENG),JEON Young Hyun (KOR),1014,8757,ITA,AUT,3
1998,1998-06-23 16:00:00,Group B,La Beaujoire,Nantes ,Chile,1,1,Cameroon, ,35500.0,1,0,VAGNER Laszlo (HUN),WICKRAMATUNGA Nimal (SRI),ABDUL HAMID Halim (MAS),1014,8760,CHI,CMR,2
1998,1998-06-23 21:00:00,Group A,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0,3,Morocco, ,30600.0,0,1,BUJSAIM Ali (UAE),TORRES ZUNIGA Luis (CRC),FRED Lencie (VAN),1014,8758,SCO,MAR,3
